,Unnamed: 0.1,Unnamed: 0,Subject,Course Title,Description,Institute,Provider,Instructor,Language,Rating,Course_Link
3140,2153,,Arduino,معمل الاردوينو: الطريق للتحكم بالاشياء,                    What you'll learn                                                                                                                                                                                                                                                                                             ,-1,Udemy,"Taught by
Jihad Basuni",Arabic,4.4,https://www.classcentral.com/course/udemy-arduinoworkshop-25992
3342,2355,,Grammar & Writing,English Grammar قواعد اللغة الإنجليزية,                   What you'll learn                                                                                                                                                                                                                                                                                                                                                             45                            ,-1,Udemy,"Taught by
Jamal abu jalala",Arabic,4.8,https://www.classcentral.com/course/udemy-englishgrammar-26200
3433,2448,,Microsoft Excel,Financial Modeling using Microsoft Excel (In Arabic),                                What you'll learn                                                                                                                                                              2019     365                           2010   2013   2016                                                                                                                                                    10                                                                            A     1         2           3       4             5               6                            INSERT7                  page layout  review  view  data8           9             10                 11         12              File   printB           1                Customize the Ribbon and quick access2            data validation3              format cells dialog box launcher4              freeze5                       6                             7                 8                      FORMC         1                       2                      00    D             1        IF2                SumIF   SumIFS3                      Vlookup4                         5         6   count   counta   countblank   countif   countifs        E                       1           2           3           F     1        what if analysis2      solver analysisG       1         2         3             4         5                   6                                   ,-1,Udemy,"Taught by
Mohamed Magdy",Arabic,4.5,https://www.classcentral.com/course/udemy-microsoft-excel-from-beginner-to-advancedin-26294
3533,2548,,Ethical Hacking,القرصنة الأخلاقية مع كالي لينكس - الكورس الأقوى,                                     What you'll learn                                      9       LAN      10            5                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,-1,Udemy,"Taught by
Mohamad Mahjoub",Arabic,4.8,https://www.classcentral.com/course/udemy-cybersecarabia-26397
3550,2565,,Ethical Hacking,تعلم الهكر الأخلاقي من الصفر وحتى الإحتراف,     What you'll learn                           wep    wpa    wpa2                                                                                  sql           XSS                                            100                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     Mahmoud Qaisiya                     Mahmoud Qaisiya,-1,Udemy,"Taught by
Mahmoud Qaisiya",Arabic,4.4,https://www.classcentral.com/course/udemy-arabic-ethical-hacking-26415
3551,2566,,Penetration Testing,دورة اختبار الاختراق بأستخدام توزيعه كالي لينكس,               What you'll learn                                                                                                                                                                                                                                                           ,-1,Udemy,"Taught by
Huthaifa Omar",Arabic,3.5,https://www.classcentral.com/course/udemy-yoxnhmgs-26416
3553,2568,,Ethical Hacking,تعلم الهاكر الأخلاقي واختبار الإختراق,                         What you'll learn                                                                                                                                                                                                   ,-1,Udemy,"Taught by
Saif Makharzeh",Arabic,4.1,https://www.classcentral.com/course/udemy-arabic-hacking-26418
3561,2576,,Ethical Hacking,اساسيات كالي لينكس,           What you'll learn                                                                                                                                                                         ,-1,Udemy,"Taught by
Fadi Al-Aswadi",Arabic,4.4,https://www.classcentral.com/course/udemy-kaliessentials-26426
3738,2753,,C++,C++ from Zero to Hero,                       What you'll learn                     1  Structural Programming 2  Object Oriented Programming 3  Standard Template Library  STL                                                                                                          C  is a general purpose programming language that supports various computer programming models such as object oriented programming and generic programming Its main purpose was to make writing good programs easier and more pleasant for the individual programmer By learning C  you can create applications that will run on a wide variety of hardware platforms such as personal computers running Windows  Linux  UNIX  and Mac OS X The main target of this course is to help the students who are still under graduation and want to understand C  programming and teach them how to solve exam problems Why you should learn C Much  if not most of the software written today is still written in C  and this has been the case for many  many years Not only is C  popular  but it is also a very relevant language  If you go to GitHub you will see that there are a huge number of active C  repositories and C  is also extremely active on stack overflow There are many  many leading software titles written entirely or partly in C  These include the Windows  Linux  and Mac OSX operating systems Many of the Adobe products such as Photoshop and Illustrator  the MySQL and MongoDB database engines  and many many more are written in C Leading tech companies use C  for many of their products and internal research and development  These include Amazon  Apple  Microsoft  PayPal  Google  Facebook  Oracle  and many more ,-1,Udemy,"Taught by
Hassan Fulaih",Arabic,4.5,https://www.classcentral.com/course/udemy-vcojcteq-26605
3765,2780,,Python,الدليل الشامل لتعلم بايثون 2020,                               What you'll learn                                        Variables            If Conditions                      Loops   Break   Continue            Functions   Arguments   Local VS Global      Data Types  Strings   Lists   Tuples   Dictionary      OOP      Everything is object      Class       Class         Encapsulation         Method     Attribute           Constructor      Class Based   Instance Based      Inheritance           Inheritance       Class      Polymorphism      Constructor Inheritance   Super              Module             external modules                       internal modules     OS Module   Date time Module                                                                Youtube   Google Search   Instagram   Quora   Pinterest                     Google   Nasa   CISCO               frameworks           Cross Platform                   Windows   Linux   Mac   Android   IOS                  freelancing                             Security                         3D Cad   Blender   Cinema 4D   Inkscape   Gimp           Battlefield                                                Variables            If Conditions                      Loops   Break   Continue            Functions   Arguments   Local VS Global      Data Types  Strings   Lists   Tuples   Dictionary      OOP      Everything is object      Class       Class         Encapsulation         Method     Attribute           Constructor      Class Based   Instance Based      Inheritance           Inheritance       Class      Polymorphism      Constructor Inheritance   Super              Module             external modules                       internal modules     OS Module   Date time Module                 ,-1,Udemy,"Taught by
Mahmoud Ahmed",Arabic,4.4,https://www.classcentral.com/course/udemy-learn-python-arabic-26633
3784,2799,,Javascript,JavaScript دليل احتراف لغة,              JavaScript               What you'll learn                    Frameworks                                                                                                                                                                                                                                                                                                                                                                  Scoping   Closure   Recursion       Methods   Attributes           Arrays   Strings   Objects       Higher Order Functions       Errors        DOM           NodeJS                         Features                   EcmaScript 2015   2016   2017                                                                                                                                         ,-1,Udemy,"Taught by
Tatweer Lab and Abdalrahman Ghazal",Arabic,4.5,https://www.classcentral.com/course/udemy-javascript-arabic-26653
3870,2885,,Search Engine Optimization (SEO),SEO for Beginners كورس تعليم سيو للمبتدئين,                                       What you'll learn                                                                                                                                                                                                                       ,-1,Udemy,"Taught by
Ammar M Ali",Arabic,4.2,https://www.classcentral.com/course/udemy-seo-for-beginners-ar-26741
3892,2907,,Facebook Marketing,Master Facebook Ads 2017,Learn to reach cold audience  turn it to hot audience that you can sell to multiple times   What you'll learn  Setup Facebook Ads and build Hot Audience To Sell Products Online  This course is about Facebook Ads and partial digital marketing techniques  Please note that you have to speak the language of this course to understand  An English version of this course will be added soon  Subjects covered    Understand how Facebook Ads work and how to get the most of your money before even starting an Ad    Understand the difference between different Facebook Ads categories and what works better for each case    Facebook psychology broken down to pieces to get the best audience possible for your products   Selling products to existing customers through social media and email marketing    how to get customers to buy from you even if they are considered cold audience through digital marketing loop ,-1,Udemy,"Taught by
Youcef bouhafna",Arabic,4.3,https://www.classcentral.com/course/udemy-master-facebook-ads-2017-26763
3893,2908,,Facebook Marketing,إنشاء وإدارة حملات تسويق وترويج ناجحة بإستخدام الفيسبوك,                                   What you'll learn                                                                                                                                                                                                                                                                                                                                                                                                                                      ,-1,Udemy,"Taught by
Nader Hantash",Arabic,4.0,https://www.classcentral.com/course/udemy-facebook-promotion-26764
3994,3009,,Web Design,Web design: دورة تصميم مواقع الإنترنت,Photoshotp CS6   Dreamweaver HTML  CSS  What you'll learn  How to use Photoshop to design a website layoutLearn HTMLCSS  in this Web design Course will teach you practically how you can analyze the customer requirements and convert this analysis into a Photoshop file  then slicing it and go coding using Dreamweaver and writing html and css     Software  Photoshop CS6  Dreamweaver CS6   Code  HTML  CSS                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             12             5                                                 17                                                                                                                                                               13                                                                                                  ,-1,Udemy,"Taught by
Ali Hamdi",Arabic,4.4,https://www.classcentral.com/course/udemy-web-design-course-ali-hamdi-26868
3996,3011,,HTML & CSS,CSS3 و HTML تعلم تصميم المواقع من الصفر حتى الإحتراف بواسطة,CSS3   HTML                  What you'll learn                                 HTML   CSS                                                                                                                                                                                                      HTML5   CSS3                                                                                                                                                                                                                                                                                                                                                                                                                                                         1                        2                                      HTML CSS        3                           HTML CSS                                      HTML CSS                                                                                                                                                                                                                                     ,-1,Udemy,"Taught by
Ahmad Issa",Arabic,4.6,https://www.classcentral.com/course/udemy-build_webiste_using_css3_html5-26870
4207,3222,,HTML & CSS,The Complete Front-End Web Development Course - arabic,Get started as a front end web developer using HTML  CSS  JavaScript  jQuery  and Bootstrap   What you'll learn  They understand the use of bootstrap and we will be running the latest versionThe Complete Front End Web Development Course Build a simple HTML text siteProgram websites with JavaScriptBuild and publish a Google Chrome ExtensionStyle web pages using CSSBuild a Pipboy using Bootstrap If you would like to get started as a front end web developer  you are going to LOVE this course  Work on projects ranging from a simple HTML page to a complete JavaScript based Google Chrome extension  We will cover the following technologies in this course Web development basics with HTMLCascading Style Sheets  CSS JavaScript programmingjQuery JavaScript libraryBootstrap framework  Easy to follow and hands on web development with HTML5  CSS3 and some jQuery  The proven 7 real world steps from complete scratch to a fully functional and optimized website  Simple to use web design guidelines and tips to make your website stand out from the crowd  How to get and use images  fonts and icons to make your website shine   all for free  Responsive web design  learn how to create websites that work beautifully on all screen sizes  How to use jQuery for super cool effects like animations  scroll effects and  sticky  navigation  How to optimize your website for good speed performance and for search engines  SEO  How to launch your website for the world to see it They understand the use of bootstrap and we will be running the latest versionThe Complete Front End Web Development Course Build and publish a Google Chrome ExtensionProgram websites with JavaScriptThey understand the use of bootstrap and we will be running the latest version,-1,Udemy,"Taught by
MillionCourses Learning Solutions",Arabic,4.3,https://www.classcentral.com/course/udemy-be-afrontend-developer-27087
4219,3234,,PHP,PHP & MYSQLI in Arabic,                                             What you'll learn                                                                                                                                                                                                                                                                                                                                                 ,-1,Udemy,"Taught by
Malek Academy",Arabic,4.5,https://www.classcentral.com/course/udemy-php-mysqli-in-arabic-27099
4245,3260,,Python,المرجع الشامل لبناء وبرمجه المواقع ببايثون (Python+Django),                     What you'll learn  learn programming from zerounderstand python basics wellunderstand object oriented programmingconnect everything in basics and object oriented in simple projectslearn python modulesLearn Django framework basicsunderstand Django models and model relationship wellunderstand Django URL and how to write them with regexunderstand Django views and how to customize them wellLearn How To Deal With Static and Media files  html   css   javascript   bootstrap understand Django Templates   And Template filteres   Template inheritanceunderstand Django forms in detailslearn how to extend Django user and create login   signup system with user profileDjango Deployment in detailsapplying all of this parts in an awesome project that covers more than this                   python community                                                                                             OOP    modules                                                                                      models    url           regex    view       form               css         templates                  profile                                                                                                                       ,-1,Udemy,"Taught by
Mahmoud Ahmed",Arabic,4.1,https://www.classcentral.com/course/udemy-pythondjango-arabic-27125
4269,3284,,WordPress,تطويرمواقع ويب إحترافية بإستخدام نظام وورد برس,                                     What you'll learn                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ,-1,Udemy,"Taught by
Nader Hantash",Arabic,4.3,https://www.classcentral.com/course/udemy-auerkiuu-27149
4270,3285,,PHP,web developer  from zero to framework  (مطور الويب من الصفر),from ash2osh learn  What you'll learn      PHP                                                                                                       ,-1,Udemy,"Taught by
Ahmed Sherif",Arabic,4.4,https://www.classcentral.com/course/udemy-web-developer-from-zero-to-framework-arabic-27150
4277,3292,,Laravel,Laravel 5 - تعلم برمجة المواقع بسهولة باستخدام لارافل,             What you'll learn                                                                                                                                     ,-1,Udemy,"Taught by
OsaMa Hasan",Arabic,4.4,https://www.classcentral.com/course/udemy-laravel5-iqtech-27157
4288,3303,,HTML & CSS,CSS و HTML  تطوير واجهات المواقع باستخدام,                                 What you'll learn                           CSS          CV                                                          CSS   HTML                                                                                         HTML                                                 Udemy                                                      ,-1,Udemy,"Taught by
Tatweer Lab and Abdalrahman Ghazal",Arabic,4.6,https://www.classcentral.com/course/udemy-html-css-arabic-27168
4353,3368,,Google Workspace,خدمات عروض غوغل التقديمية,                                                                                                   ,Coursera Project Network,Coursera,"Taught by
Hassan Rebaie",Arabic,-1.0,https://www.classcentral.com/course/google-slides-arabic-27242
4354,3369,,Google Sheets,إنشاء رسوم بيانية على جداول بيانات غوغل,                                                                              ,Coursera Project Network,Coursera,"Taught by
Hassan Rebaie",Arabic,-1.0,https://www.classcentral.com/course/google-sheets-plots-arabic-27243
4732,3747,,Microsoft Office 365,"Ultimate Microsoft Office; Excel, Word (بالعربية ICDL كورس)",          Microsoft Office 2019              What you'll learn          Microsoft Office              Word            Excel                PowerPoint  Windows 10                                                   Word                     Excel                     PowerPoint                                                                                      ,-1,Udemy,"Taught by
Mohammed Abdel-Aal and Creative Youth Club",Arabic,4.6,https://www.classcentral.com/course/udemy-icdl-2019-in-arabic-27630
4847,3864,,Python,المرجع الشامل لتعلم لغة بايثون 2020,               What you'll learn                                                                                                                            Become a Python Programmer and learn one of employer's most requested skills of 2022 This is the most yet straightforward course for the Python programming language on Udemy  Whether you have never programmed before  already know basic syntax  or want to learn about the advanced features of Python  this course is for you  In this course  we will teach you Python 3  With over 45 lectures and more than 5 hours of video  this comprehensive course leaves no stone unturned This course will teach you Python in a practical manner We will start by helping you get Python installed on your computer We cover a wide variety of topics  including Installing PythonRunning Python CodeStringsLists DictionariesTuplesSetsNumber Data TypesPrint FormattingFunctionsScopeargs kwargsBuilt in FunctionsDebugging and Error HandlingModulesExternal ModulesObject Oriented ProgrammingInheritancePolymorphismFile I OAdvanced Methodsand much more This course comes with a 30 day money back guarantee  If you are not satisfied in any way  you'll get your money back  Plus you will keep access to the Notebooks as a thank you for trying out the course So what are you waiting for  Learn Python in a way that will advance your career and increase your knowledge  all in a fun and practical way ,-1,Udemy,"Taught by
Hassan Fulaih",Arabic,4.6,https://www.classcentral.com/course/udemy-wcsjwvoc-27752
4856,3873,,STEM,Programming for beginners||تعليم البرمجة للمبتدئين و الأطفال,                    Scratch  MIT  What you'll learn                                                             8     18                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,-1,Udemy,"Taught by
Abir ELTAIEF",Arabic,4.9,https://www.classcentral.com/course/udemy-8-15-hlt-27761
4867,3884,,C#,دورة متكاملة في لغة السي شارب c#,               What you'll learn                                                                                                                                                                      oop                                                                                                                                                                                                                                                                                                                                      ,-1,Udemy,"Taught by
Moheman tariq",Arabic,4.3,https://www.classcentral.com/course/udemy-arabiccsharp-27772
4871,3888,,Finance,Project Time & Budget Control using EVM tool,Project Management  What you'll learn  Understand and use Earned Value Management EVM  an effective performance management system in managing any type of project effectively Manage projects using a proven  effective performance measurement technique Work with contractors to define project objectives and develop a project plan and put it into action Make project decisions concerning scope  cost and schedule parameters faster  more effectively and more confidently Stay on top of schedules  budgets and human resources issues and delegate practically and fairly Learn to avoid the pitfalls of project management by quickly identifying potential project risks and mitigate them as early as possible This course demystifies project control tools  techniques and methodologies with emphasis on monitoring and control cycles for managing time and cost  The earned value management  a widely used methodology is covered in detail  providing an overview of everything from the fundamental principles to a step by step approach to apply earned value to projects  Earned value management  EVM  is one of the most effective means available to manage project cost and schedule  providing early warning of likely cost and schedule variances from the baseline schedule and plan  After successfully completing the course  attendees will know how to take advantage of the Earned Value Management methodology  and how to apply earned value to improve the chances of success of the projects ,-1,Udemy,"Taught by
Mesk Academy and Jamil Faraj",Arabic,3.7,https://www.classcentral.com/course/udemy-project-time-and-budget-control-27776
8750,7769,,Linux,تعلّم أساسيات نظام التشغيل لينكس,                                                                                                                                                                                                               ,Coursera Project Network,Coursera,"Taught by
Amani Abbas",Arabic,-1.0,https://www.classcentral.com/course/intro-to-linux-arabic-31682
8970,7991,,Cybersecurity,الطريق الى أمن المعلومات,Identity and Access Management  What you'll learn  Fundamentals of Information SecurityProtection conceptsInformation Security policysCIA And AAA SecurityAuthentication ProtocolsAttack Vectors and Threats VectorsRisks and Threats and VulnerabilitiesIdentity and Access Management                                                                                                    ,-1,Udemy,"Taught by
Alaa Amin",Arabic,4.3,https://www.classcentral.com/course/udemy-information-security-way-31918
9102,8123,,HTML & CSS,الدورة الكاملة لتصميم الويب,HTML   HTML5  CSS   CSS3  Bootstrap 4  JavaScript and JQuiry in 1 Course  What you'll learn  HTML   HTML5CSS   CSS3Bootstrap 4JavaScriptJQuiry                                                                                                    JavaScript is THE most important programming language you need to learn as a web developer   and with this course  you make sure that you will not miss a single thing you have to know as a JavaScript developer Have you always wanted to learn how to code but don't know where to start Would you like to make amazing websites and bring your ideas to life Then Front End Web Development Ultimate Course 2021 is for you Programming is the most in demand skill in 2021 The course begins with the basics I'll take you through everything you need to know to start building websites like an expert We'll Cover HTML5  CSS3  JavaScript  jQuery  and Bootstrap 4 from scratch You'll learn all the fundamentals of Front End Web Development and how you canUse them to start creating your own websites By completing this course  you will be able to read and write front end web development code using HTML5  CSS3  Bootstrap   jQuery ,-1,Udemy,"Taught by
Hassan Fulaih",Arabic,4.5,https://www.classcentral.com/course/udemy-amdbdfbs-32052
9352,8373,,PMP Certification,PMP & CAPM مقدمة في إدارة المشاريع و اختباري : Earn 2 PDUs,                                   What you'll learn                              PMP and CAPM                                                                             PMP or CAPM                                                                                                                                                                                                                                                                                           PMP,-1,Udemy,"Taught by
Jamil Faraj and Atqen Academy",Arabic,4.8,https://www.classcentral.com/course/udemy-introduction-to-pmp-and-capm-by-jamil-faraj-32328
9356,8377,,PMP Certification,PMP Preparation & Primavera P6,                             What you'll learn  Helping pass PMP exam Advantages of this course  Simplified manner for training   clarifying  and instructing  Avoiding the way of justreading material that disperses attention  There's a convenientschedule explained in the first video that can be followed by adjusting start date                                                                     ,-1,Udemy,"Taught by
Mohamed ElSaadany",Arabic,4.8,https://www.classcentral.com/course/udemy-saadany-pmp-32332
9369,8390,,PMP Certification,دورة إدارة المشاريع الاحترافية بالعربي PMP Prep. Arabic,                    PMP Course Preparation Arabic  What you'll learn                            500                                                                                                           2                                            3                   saadmerie hotmail com                                        1 8 2016                                                            35                                                                  0                                                                                                 ,-1,Udemy,"Taught by
Saad Almeri",Arabic,3.8,https://www.classcentral.com/course/udemy-pmp-prep-arabic-32345
9387,8408,,SOLIDWORKS,SolidWorks كورس أساسيات ال,SolidWorks      What you'll learn                                                                                                                                                                                                                                                                                                                                                                                                                    10000               6   sample   CSWA                                                       ,-1,Udemy,"Taught by
Ahmed metwalli",Arabic,4.2,https://www.classcentral.com/course/udemy-solidworks-course-for-beginner-32363
9394,8415,,PMP Certification,PMP Gateway, PMP preparation Course with 35 Contact Hours   What you'll learn  Have 35 hours course for PMP exam PMP Gateway  PMP preparation Course with 35 Contact Hours  we will explain all pmp according to pmbok 5th edition with our team who are project management professional and have an experience in managing project more than 10 years with combining between English and Arabic languages to facilitate studying for people who speaks Arabic,-1,Udemy,"Taught by
Mohammed Elsayed Abdulhaq, Tarek khairy aly and Engr.Mohamed Eid",Arabic,4.3,https://www.classcentral.com/course/udemy-pmp-gateway-32370
9406,8427,,PMP Certification,PMP 5th Edition Preparation Course - Arabic,Pmp Preparation Course By Processes Groups With Pr axis Case Study According to PMBOK 5th  What you'll learn  Project Management Professional PMP Preparation CourseProject Management Process Groups  Initiating Planning Executing Monitoring and Controlling Closing Integration Management Scope ManagementTime ManagementCost ManagementQuality ManagementHuman Resource ManagementCommunications ManagementRisk ManagementProcurement ManagementStakeholder Management PMP Preparation Course By Processes Groups With Pr axis Case Study According to PMBOK 5th In This Course we will Study47 processes of Project Management in 5Processes Groups Initiating Process Group The Initiating Process Group consists of those processes performed to define a new project or a new phase of an existing project by obtaining authorization to start the project or phase  Within the Initiating processes  the initialscope is defined and initial financial resources are committed Internal and external stakeholders who will interactand influence the overall outcome of the project are identified If not already assigned  the project manager willbe selected This information is captured in the project charter and stakeholder register When the project charteris approved  the project becomes officially authorized Although the project management team may help writethe project charter  this standard assumes that business case assessment approval  and funding are handledexternally to the project boundaries   A project boundary is defined as the point in time at which the start or completion of the project or a project phase is authorized  The key purpose of this Process Group is to align the stakeholders  expectations with the project s purpose  give them visibility about the scope and objectives  show how their participation in the project and it associated phases can ensure that their expectations are achieved These processes help set the vision of the project what is needed to be accomplished  Planning Process Group The Planning Process Group consists of those processes performed to establish the total scope of the effort  define and refine the objectives  and develop the course of action required to attain those objectives The Planningprocesses develop the project management plan and the project documents that will be used to carry out the project The complex nature of project management may require the use of repeated feedback loops for additional analysis As more project information or characteristics are gathered and understood  additional planning will likely be required Significant changes occurring throughout the project life cycle trigger a need to revisit one or more of the planning processes and possibly some of the initiating processes This progressive detailing of the project management plan is called progressive elaboration  indicating that planning and documentation are iterative and ongoing activities The key benefit of this Process Group is to delineate the strategy and tactics as well as the course of action or path to successfully complete the project or phase When the Planning Process Group is well managed  it is much easier to get stakeholder buy in and engagement  These processes express how this will be done  setting the route to the desired objective Executing Process Group The Executing Process Group consists of those processes performed to complete the work defined in the project management plan to satisfy the project specifications This Process Group involves coordinating people and resources  managing stakeholder expectations  as well as integrating and performing the activities of the project in accordance with the project management plan During project execution  results may require planning updates and relining This may include changes to expected activity duration's  changes in resource productivity and availability  and unanticipated risks  Such variances may affect the project management plan or project documents and may require detailed analysis and development of appropriate project management responses The results of the analysis can trigger change requests that  if approved  may modify the project management plan or other project documents and possibly require establishing new baselines A large portion of the project s budget will be expended in performing the Executing Process Group processes Monitoring and Controlling Process Group The Monitoring and Controlling Process Group consists of those processes required to track  review  and orchestrate the progress and performance of the project  identify any areas in which changes to the plan are required  and initiate the corresponding changes The key benefit of this Process Group is that project performance is measured and analyzed at regular intervals  appropriate events  or exception conditions to identify variances from the project management plan Controlling changes and recommending corrective or preventive action in anticipation of possible problems Monitoring the ongoing project activities against the project management plan and the project performance measurement baselineInfluencing the factors that could circumvent integrated change control or configuration management so only approved changes are implemented Closing Process Group The Closing Process Group consists of those processes performed to conclude all activities across all Project Management Process Groups to formally complete the project  phase  or contractual obligations This Process Group  when completed  verifies that the defined processes are completed within all of the Process Groups to close the project or a project phase  as appropriate  and formally establishes that the project or project phase is complete ,-1,Udemy,"Taught by
Waleed Elbasyouni",Arabic,4.9,https://www.classcentral.com/course/udemy-pmp-preparation-course-by-processes-groups-32383
